subject	article	doi	in_article
Molecular	PLoS_One_2010_Sep_1_5(9)_e12519	10.1371/journal.pone.0012519	1	
Molecular	PLoS_One_2011_Jan_17_6(1)_e16132	10.1371/journal.pone.0016132	4	
Molecular	PLoS_ONE-3-5-2375112	10.1371/journal.pone.0002240	5	
Molecular	PLoS_ONE_2008_Apr_16_3(4)_e2020	10.1371/journal.pone.0002020	4	
Molecular	PLoS_ONE-3-3-2258000	10.1371/journal.pone.0001776	1	
Molecular	PLoS_ONE_2008_Mar_26_3(3)_e1864	10.1371/journal.pone.0001864	2	
Molecular	PLoS_One_2011_Jan_17_6(1)_e15834	10.1371/journal.pone.0015834	7	
Molecular	PLoS_ONE_2008_Nov_6_3(11)_e3656	10.1371/journal.pone.0003656	1	
Molecular	PLoS_One_2011_Mar_8_6(3)_e17639	10.1371/journal.pone.0017639	0	
Molecular	PLoS_One_2010_Mar_3_5(3)_e9446	10.1371/journal.pone.0009446	2	
Molecular	PLoS_ONE_2008_Nov_6_3(11)_e3660	10.1371/journal.pone.0003660	3	
Molecular	PLoS_One-5-4-2851645	10.1371/journal.pone.0010090	8	
Molecular	PLoS_One-4-12-2794533	10.1371/journal.pone.0008415	6	
Molecular	PLoS_ONE-4-3-2650259	10.1371/journal.pone.0004750	4	
Molecular	PLoS_One_2010_Oct_28_5(10)_e15400	10.1371/journal.pone.0015400	4	
Molecular	PLoS_One_2011_Jun_9_6(6)_e20855	10.1371/journal.pone.0020855	4	
Molecular	PLoS_One-4-12-2791859	10.1371/journal.pone.0008425	1	
Molecular	PLoS_One_2011_Jul_28_6(7)_e22304	10.1371/journal.pone.0022304	2	
Molecular	PLoS_One_2010_Aug_20_5(8)_e12293	10.1371/journal.pone.0012293	1	
Molecular	PLoS_One_2011_Jan_13_6(1)_e16215	10.1371/journal.pone.0016215	3	
Molecular	PLoS_One_2010_Mar_24_5(3)_e9866	10.1371/journal.pone.0009866	3	
Molecular	PLoS_One-4-8-2727049	10.1371/journal.pone.0006742	5	
Molecular	PLoS_One_2011_Jun_24_6(6)_e21587	10.1371/journal.pone.0021587	2	
Molecular	PLoS_ONE-3-7-2438476	10.1371/journal.pone.0002524	2	
Molecular	PLoS_One_2011_Jul_15_6(7)_e22138	10.1371/journal.pone.0022138	11	
Molecular	PLoS_ONE_2009_Jun_19_4(6)_e5976	10.1371/journal.pone.0005976	2	
Molecular	PLoS_One-5-2-2821918	10.1371/journal.pone.0009245	5	
Molecular	PLoS_ONE-2-9-1952174	10.1371/journal.pone.0000828	6	
Molecular	PLoS_One-4-10-2750756	10.1371/journal.pone.0007317	1	
Molecular	PLoS_One-5-12-3013090	10.1371/journal.pone.0014481	3	
Molecular	PLoS_One_2010_Mar_10_5(3)_e9624	10.1371/journal.pone.0009624	4	
Molecular	PLoS_One_2010_Mar_11_5(3)_e9658	10.1371/journal.pone.0009658	19	
Molecular	PLoS_One_2011_Jan_18_6(1)_e16027	10.1371/journal.pone.0016027	3	
Molecular	PLoS_One-5-3-2832007	10.1371/journal.pone.0009529	0	
Molecular	PLoS_One_2011_May_9_6(5)_e19614	10.1371/journal.pone.0019614	8	
Molecular	PLoS_ONE-4-4-2659802	10.1371/journal.pone.0005052	3	
Molecular	PLoS_ONE-3-12-2605552	19116659	5	
Molecular	PLoS_One_2010_Jan_8_5(1)_e8633	10.1371/journal.pone.0008633	17	
Molecular	PLoS_One-5-11-2984436	10.1371/journal.pone.0014030	3	
Molecular	PLoS_One_2011_May_27_6(5)_e19945	10.1371/journal.pone.0019945	1	
Molecular	PLoS_One-5-12-3009737	10.1371/journal.pone.0015742	3	
Molecular	PLoS_ONE-3-4-2292130	10.1371/journal.pone.0001906	1	
Molecular	PLoS_One-5-9-2935385	10.1371/journal.pone.0012616	2	
Molecular	PLoS_One_2010_Jun_8_5(6)_e11009	10.1371/journal.pone.0011009	6	
Molecular	PLoS_One-4-10-2759514	10.1371/journal.pone.0007493	4	
Molecular	PLoS_One_2011_May_18_6(5)_e19809	10.1371/journal.pone.0019809	1	
Molecular	PLoS_One_2011_Jul_6_6(7)_e21917	10.1371/journal.pone.0021917	5	
Molecular	PLoS_One_2009_Nov_16_4(11)_e7774	10.1371/journal.pone.0007774	2	
Molecular	PLoS_One_2011_Mar_16_6(3)_e17772	10.1371/journal.pone.0017772	1	
Molecular	PLoS_One_2011_Jan_31_6(1)_e16402	10.1371/journal.pone.0016402	5	
Molecular	PLoS_One_2011_Jun_13_6(6)_e20727	10.1371/journal.pone.0020727	2	
Molecular	PLoS_One_2011_Feb_8_6(2)_e16822	10.1371/journal.pone.0016822	1	
Molecular	PLoS_One_2011_Aug_24_6(8)_e23123	10.1371/journal.pone.0023123	1	
Molecular	PLoS_One_2011_Jan_14_6(1)_e16129	10.1371/journal.pone.0016129	3	
Molecular	PLoS_One-5-6-2893167	10.1371/journal.pone.0011352	5	
Molecular	PLoS_One_2011_Aug_5_6(8)_e23464	10.1371/journal.pone.0023464	1	
Molecular	PLoS_ONE_2009_Jun_10_4(6)_e5859	10.1371/journal.pone.0005859	3	
Molecular	PLoS_One-5-10-2953498	10.1371/journal.pone.0013252	10	
Molecular	PLoS_One_2011_Apr_29_6(4)_e18768	10.1371/journal.pone.0018768	3	
Molecular	PLoS_One_2011_Jun_6_6(6)_e20848	10.1371/journal.pone.0020848	1	
Molecular	PLoS_One-4-11-2773006	10.1371/journal.pone.0007853	8	
Molecular	PLoS_One_2011_Mar_15_6(3)_e17489	10.1371/journal.pone.0017489	3	
Molecular	PLoS_One_2011_Feb_14_6(2)_e16713	10.1371/journal.pone.0016713	2	
Molecular	PLoS_One-5-9-2945322	10.1371/journal.pone.0012984	4	
Molecular	PLoS_One_2011_Apr_18_6(4)_e18823	10.1371/journal.pone.0018823	2	
Molecular	PLoS_One_2010_Feb_9_5(2)_e9129	10.1371/journal.pone.0009129	4	
Molecular	PLoS_ONE-1-1-1762374	17183661	2	
Molecular	PLoS_One_2010_May_3_5(5)_e10393	10.1371/journal.pone.0010393	12	
Molecular	PLoS_One_2011_Jan_31_6(1)_e16250	10.1371/journal.pone.0016250	4	
Molecular	PLoS_ONE-4-1-2626279	10.1371/journal.pone.0004235	2	
Molecular	PLoS_One_2009_Oct_23_4(10)_e7563	10.1371/journal.pone.0007563	1	
Molecular	PLoS_ONE_2009_Feb_10_4(2)_e4363	10.1371/journal.pone.0004363	0	
Molecular	PLoS_ONE_2009_Mar_9_4(3)_e4682	10.1371/journal.pone.0004682	8	
Molecular	PLoS_ONE_2007_Sep_12_2(9)_e878	10.1371/journal.pone.0000878	9	
Molecular	PLoS_One-5-1-2811742	10.1371/journal.pone.0008913	3	
Molecular	PLoS_One_2010_Aug_18_5(8)_e12239	10.1371/journal.pone.0012239	5	
Molecular	PLoS_One-4-8-2722729	10.1371/journal.pone.0006663	2	
Molecular	PLoS_ONE-4-5-2677453	10.1371/journal.pone.0005510	3	
Molecular	PLoS_One_2009_Sep_18_4(9)_e7093	10.1371/journal.pone.0007093	8	
Molecular	PLoS_One_2010_Oct_5_5(10)_e13154	10.1371/journal.pone.0013154	10	
Molecular	PLoS_ONE-4-6-2692000	10.1371/journal.pone.0005905	12	
Molecular	PLoS_ONE-3-3-2263128	10.1371/journal.pone.0001817	2	
Molecular	PLoS_One_2010_Jan_26_5(1)_e8877	10.1371/journal.pone.0008877	3	
Molecular	PLoS_One-5-3-2835735	10.1371/journal.pone.0009531	1	
Molecular	PLoS_ONE_2008_Jul_23_3(7)_e2780	10.1371/journal.pone.0002780	4	
Molecular	PLoS_One_2010_Aug_31_5(8)_e12493	10.1371/journal.pone.0012493	0	
Molecular	PLoS_One_2010_Aug_11_5(8)_e12107	10.1371/journal.pone.0012107	3	
Molecular	PLoS_One_2011_Jul_14_6(7)_e22200	10.1371/journal.pone.0022200	2	
Molecular	PLoS_One-5-10-2966405	10.1371/journal.pone.0013731	3	
Molecular	PLoS_ONE-4-6-2689350	10.1371/journal.pone.0005853	2	
Molecular	PLoS_One_2009_Oct_9_4(10)_e7370	10.1371/journal.pone.0007370	6	
Molecular	PLoS_One_2011_May_10_6(5)_e19866	10.1371/journal.pone.0019866	3	
Molecular	PLoS_One_2009_Sep_11_4(9)_e6940	10.1371/journal.pone.0006940	2	
Molecular	PLoS_One-4-10-2759522	10.1371/journal.pone.0007486	1	
Molecular	PLoS_One-6-1-3020965	10.1371/journal.pone.0016180	1	
Molecular	PLoS_One-4-11-2773830	10.1371/journal.pone.0007826	1	
Molecular	PLoS_One_2011_Jul_14_6(7)_e22260	10.1371/journal.pone.0022260	5	
Molecular	PLoS_One_2011_Aug_15_6(8)_e23662	10.1371/journal.pone.0023662	3	
Molecular	PLoS_ONE-1-1-1762433	17205132	3	
Molecular	PLoS_One_2011_Jul_7_6(7)_e21622	10.1371/journal.pone.0021622	6	
Molecular	PLoS_ONE_2007_Aug_1_2(8)_e688	10.1371/journal.pone.0000688	2	
Molecular	PLoS_One_2011_Apr_8_6(4)_e18436	10.1371/journal.pone.0018436	1	
Molecular	PLoS_One-5-5-2877705	10.1371/journal.pone.0010859	2	
Molecular	PLoS_One_2011_Aug_23_6(8)_e23919	10.1371/journal.pone.0023919	1	
Molecular	PLoS_One_2009_Aug_27_4(8)_e6757	10.1371/journal.pone.0006757	12	
Molecular	PLoS_One_2011_Jul_22_6(7)_e22363	10.1371/journal.pone.0022363	2	
Molecular	PLoS_ONE-3-10-2567032	10.1371/journal.pone.0003520	3	
Molecular	PLoS_One-5-10-2956662	10.1371/journal.pone.0013445	1	
Molecular	PLoS_One_2009_Dec_14_4(12)_e8224	10.1371/journal.pone.0008224	4	
Molecular	PLoS_One_2011_Jul_21_6(7)_e21307	10.1371/journal.pone.0021307	2	
Molecular	PLoS_One_2011_Aug_3_6(8)_e22621	10.1371/journal.pone.0022621	5	
Molecular	PLoS_One_2011_Jul_18_6(7)_e21614	10.1371/journal.pone.0021614	16	
Molecular	PLoS_One_2011_Feb_16_6(2)_e17138	10.1371/journal.pone.0017138	2	
Molecular	PLoS_One_2011_Mar_31_6(3)_e18423	10.1371/journal.pone.0018423	4	
Molecular	PLoS_One_2011_Mar_8_6(3)_e17843	10.1371/journal.pone.0017843	5	
Molecular	PLoS_One_2011_Apr_19_6(4)_e18988	10.1371/journal.pone.0018988	4	
Molecular	PLoS_One_2010_Aug_24_5(8)_e12362	10.1371/journal.pone.0012362	2	
Molecular	PLoS_ONE-3-2-2215776	10.1371/journal.pone.0001567	20	
Molecular	PLoS_ONE-2-11-2063516	10.1371/journal.pone.0001182	2	
Molecular	PLoS_ONE-4-1-2627767	10.1371/journal.pone.0004240	3	
Molecular	PLoS_One-5-1-2811734	10.1371/journal.pone.0008883	3	
Molecular	PLoS_ONE-3-3-2268965	10.1371/journal.pone.0001889	9	
Molecular	PLoS_One-6-1-3017080	10.1371/journal.pone.0016036	1	
Molecular	PLoS_ONE_2009_May_13_4(5)_e5517	10.1371/journal.pone.0005517	8	
Molecular	PLoS_ONE_2009_Jun_9_4(6)_e5848	10.1371/journal.pone.0005848	3	
Molecular	PLoS_One-4-7-2699470	10.1371/journal.pone.0006116	3	
Molecular	PLoS_ONE-3-3-2258145	10.1371/journal.pone.0001758	5	
Molecular	PLoS_One_2011_Apr_13_6(4)_e18760	10.1371/journal.pone.0018760	3	
Molecular	PLoS_One_2011_Jul_26_6(7)_e22545	10.1371/journal.pone.0022545	5	
Molecular	PLoS_One_2009_Aug_26_4(8)_e6785	10.1371/journal.pone.0006785	1	
Molecular	PLoS_One_2011_Feb_2_6(2)_e16483	10.1371/journal.pone.0016483	2	
Molecular	PLoS_ONE-3-8-2488400	10.1371/journal.pone.0002877	2	
Molecular	PLoS_One_2010_Oct_27_5(10)_e13637	10.1371/journal.pone.0013637	2	
Molecular	PLoS_One_2011_Aug_25_6(8)_e24153	10.1371/journal.pone.0024153	2	
Molecular	PLoS_One_2010_Nov_30_5(11)_e15519	10.1371/journal.pone.0015519	1	
Molecular	PLoS_One_2011_Jan_31_6(1)_e16631	10.1371/journal.pone.0016631	2	
Molecular	PLoS_One_2010_Feb_5_5(2)_e9068	10.1371/journal.pone.0009068	3	
Molecular	PLoS_One_2011_Apr_29_6(4)_e19468	10.1371/journal.pone.0019468	1	
Molecular	PLoS_One-5-12-3009721	10.1371/journal.pone.0015357	4	
Molecular	PLoS_One_2011_Mar_8_6(3)_e17603	10.1371/journal.pone.0017603	4	
Molecular	PLoS_One-4-9-2736590	10.1371/journal.pone.0006997	2	
Molecular	PLoS_One_2011_May_17_6(5)_e19983	10.1371/journal.pone.0019983	4	
Molecular	PLoS_ONE_2008_Feb_6_3(2)_e1535	10.1371/journal.pone.0001535	4	
Molecular	PLoS_One-4-11-2776989	10.1371/journal.pone.0007971	1	
Molecular	PLoS_One_2010_Oct_28_5(10)_e15387	10.1371/journal.pone.0015387	5	
Molecular	PLoS_One-5-12-3000824	10.1371/journal.pone.0015142	2	
Molecular	PLoS_One_2011_Jun_15_6(6)_e21078	10.1371/journal.pone.0021078	6	
Molecular	PLoS_One_2011_Apr_29_6(4)_e19154	10.1371/journal.pone.0019154	3	
Molecular	PLoS_One_2011_Jul_13_6(7)_e21654	10.1371/journal.pone.0021654	2	
Molecular	PLoS_ONE-4-2-2634842	10.1371/journal.pone.0004365	12	
Molecular	PLoS_One-4-9-2747282	10.1371/journal.pone.0007223	12	
Molecular	PLoS_ONE_2008_Oct_20_3(10)_e3453	10.1371/journal.pone.0003453	4	
Molecular	PLoS_One_2011_Jun_24_6(6)_e21319	10.1371/journal.pone.0021319	2	
Molecular	PLoS_ONE-2-3-1810427	10.1371/journal.pone.0000303	2	
Molecular	PLoS_ONE-3-5-2375057	10.1371/journal.pone.0002236	2	
Molecular	PLoS_One_2011_Jun_30_6(6)_e21834	10.1371/journal.pone.0021834	2	
Molecular	PLoS_One-4-12-2809086	10.1371/journal.pone.0008458	3	
Molecular	PLoS_One_2011_Aug_17_6(8)_e23584	10.1371/journal.pone.0023584	2	
Molecular	PLoS_One_2010_Oct_27_5(10)_e13700	10.1371/journal.pone.0013700	6	
Molecular	PLoS_One_2010_Jul_22_5(7)_e11702	10.1371/journal.pone.0011702	2	
Molecular	PLoS_One_2011_Mar_8_6(3)_e17649	10.1371/journal.pone.0017649	2	
Molecular	PLoS_ONE-2-9-1976596	10.1371/journal.pone.0000924	9	
Molecular	PLoS_ONE_2009_Feb_9_4(2)_e4348	10.1371/journal.pone.0004348	4	
Molecular	PLoS_One_2010_May_4_5(5)_e10463	10.1371/journal.pone.0010463	18	
Molecular	PLoS_One_2011_Apr_28_6(4)_e19053	10.1371/journal.pone.0019053	6	
Molecular	PLoS_One_2011_Mar_31_6(3)_e18454	10.1371/journal.pone.0018454	4	
Molecular	PLoS_One_2011_Apr_6_6(4)_e18280	10.1371/journal.pone.0018280	3	
Molecular	PLoS_One_2011_Jun_29_6(6)_e21533	10.1371/journal.pone.0021533	2	
Molecular	PLoS_ONE_2008_Oct_9_3(10)_e3358	18843375	2	
Molecular	PLoS_One-5-8-2938373	10.1371/journal.pone.0012098	5	
Molecular	PLoS_One_2011_Apr_29_6(4)_e19366	10.1371/journal.pone.0019366	5	
Molecular	PLoS_One_2010_Jul_6_5(7)_e11058	10.1371/journal.pone.0011058	7	
Molecular	PLoS_One_2011_Feb_9_6(2)_e16951	10.1371/journal.pone.0016951	2	
Molecular	PLoS_One_2010_Jun_28_5(6)_e11429	10.1371/journal.pone.0011429	2	
Molecular	PLoS_One_2010_Sep_21_5(9)_e12805	10.1371/journal.pone.0012805	9	
Molecular	PLoS_One-5-10-2972751	10.1371/journal.pone.0013690	3	
Molecular	PLoS_One_2011_Jun_17_6(6)_e21120	10.1371/journal.pone.0021120	2	
Molecular	PLoS_One_2011_Mar_23_6(3)_e17862	10.1371/journal.pone.0017862	3	
Molecular	PLoS_One_2011_Feb_3_6(2)_e16556	10.1371/journal.pone.0016556	2	
Molecular	PLoS_One_2010_Jul_30_5(7)_e11904	10.1371/journal.pone.0011904	30	
Molecular	PLoS_ONE_2008_Jan_9_3(1)_e1418	10.1371/journal.pone.0001418	2	
Molecular	PLoS_One-5-6-2894853	10.1371/journal.pone.0011154	2	
Molecular	PLoS_One-4-12-2793017	10.1371/journal.pone.0008435	3	
Molecular	PLoS_One_2011_Jun_24_6(6)_e20395	10.1371/journal.pone.0020395	1	
Molecular	PLoS_ONE-4-5-2673584	10.1371/journal.pone.0005442	2	
Molecular	PLoS_One-5-4-2855362	10.1371/journal.pone.0010201	6	
Molecular	PLoS_One_2011_Jul_15_6(7)_e21909	10.1371/journal.pone.0021909	5	
Molecular	PLoS_One_2011_Mar_18_6(3)_e17884	10.1371/journal.pone.0017884	5	
Molecular	PLoS_One_2011_Jul_29_6(7)_e22819	10.1371/journal.pone.0022819	1	
Molecular	PLoS_ONE_2009_May_29_4(5)_e5745	19478946	1	
Molecular	PLoS_One-4-12-2779451	10.1371/journal.pone.0008001	1	
Molecular	PLoS_One-4-11-2768328	10.1371/journal.pone.0007727	2	
Molecular	PLoS_ONE_2009_Mar_24_4(3)_e4971	10.1371/journal.pone.0004971	4	
Molecular	PLoS_One-5-5-2866662	10.1371/journal.pone.0010554	6	
Molecular	PLoS_One_2010_May_26_5(5)_e10843	10.1371/journal.pone.0010843	2	
Molecular	PLoS_One_2011_Jul_22_6(7)_e22585	10.1371/journal.pone.0022585	2	
Molecular	PLoS_One_2011_Apr_19_6(4)_e18909	10.1371/journal.pone.0018909	1	
Molecular	PLoS_ONE_2008_Apr_9_3(4)_e1942	10.1371/journal.pone.0001942	14	
Molecular	PLoS_One_2010_Mar_26_5(3)_e9909	10.1371/journal.pone.0009909	3	
Molecular	PLoS_One-4-8-2723934	10.1371/journal.pone.0006668	2	
Molecular	PLoS_One_2011_Jul_22_6(7)_e21671	10.1371/journal.pone.0021671	1	
Molecular	PLoS_ONE_2007_Apr_18_2(4)_e371	10.1371/journal.pone.0000371	4	
Molecular	PLoS_One-5-5-2873285	10.1371/journal.pone.0010711	13	
Molecular	PLoS_ONE_2009_May_19_4(5)_e5616	10.1371/journal.pone.0005616	3	
Molecular	PLoS_One_2011_Aug_16_6(8)_e23282	10.1371/journal.pone.0023282	2	
Molecular	PLoS_One-5-7-2910727	10.1371/journal.pone.0011807	7	
Molecular	PLoS_One_2011_Jan_19_6(1)_e15951	10.1371/journal.pone.0015951	23	
Molecular	PLoS_One_2009_Dec_30_4(12)_e8496	10.1371/journal.pone.0008496	1	
Molecular	PLoS_One_2011_Aug_11_6(8)_e22960	10.1371/journal.pone.0022960	3	
Molecular	PLoS_One_2010_Oct_29_5(10)_e13640	10.1371/journal.pone.0013640	7	
Molecular	PLoS_One-5-1-2809098	10.1371/journal.pone.0008813	4	
Molecular	PLoS_One_2010_Dec_14_5(12)_e14290	10.1371/journal.pone.0014290	39	
Molecular	PLoS_One_2011_Jun_24_6(6)_e21573	10.1371/journal.pone.0021573	4	
Molecular	PLoS_One_2010_May_26_5(5)_e10854	10.1371/journal.pone.0010854	1	
Molecular	PLoS_One_2011_May_13_6(5)_e19629	10.1371/journal.pone.0019629	3	
Molecular	PLoS_ONE_2007_Jun_6_2(6)_e501	10.1371/journal.pone.0000501	3	
Molecular	PLoS_One_2009_Oct_8_4(10)_e7385	10.1371/journal.pone.0007385	8	
Molecular	PLoS_One-4-9-2744929	10.1371/journal.pone.0006937	0	
Molecular	PLoS_One_2011_Feb_3_6(2)_e14653	10.1371/journal.pone.0014653	5	
Molecular	PLoS_One_2011_Aug_8_6(8)_e23012	10.1371/journal.pone.0023012	3	
Molecular	PLoS_One_2011_Mar_1_6(3)_e17296	10.1371/journal.pone.0017296	5	
Molecular	PLoS_One_2010_Dec_29_5(12)_e15588	10.1371/journal.pone.0015588	3	
Molecular	PLoS_ONE-2-7-1904252	17622354	22	
Molecular	PLoS_ONE-3-6-2398774	10.1371/journal.pone.0002401	4	
Molecular	PLoS_One-5-3-2831073	10.1371/journal.pone.0009514	5	
Molecular	PLoS_One-5-8-2920324	10.1371/journal.pone.0012138	7	
Molecular	PLoS_One_2011_Mar_31_6(3)_e18472	10.1371/journal.pone.0018472	3	
Molecular	PLoS_ONE-4-3-2652073	10.1371/journal.pone.0004792	1	
Molecular	PLoS_ONE-4-1-2613523	10.1371/journal.pone.0004172	3	
Molecular	PLoS_One_2011_Jan_14_6(1)_e16264	10.1371/journal.pone.0016264	1	
Molecular	PLoS_One_2011_Aug_24_6(8)_e23488	10.1371/journal.pone.0023488	2	
Molecular	PLoS_ONE_2009_Feb_27_4(2)_e4619	10.1371/journal.pone.0004619	6	
Molecular	PLoS_ONE_2007_Jun_20_2(6)_e538	10.1371/journal.pone.0000538	5	
Molecular	PLoS_One_2009_Dec_14_4(12)_e8213	10.1371/journal.pone.0008213	2	
Molecular	PLoS_ONE-4-4-2660411	10.1371/journal.pone.0005033	4	
Molecular	PLoS_ONE_2006_Dec_27_1(1)_e128	17205132	3	
Molecular	PLoS_One_2011_Jan_27_6(1)_e15890	10.1371/journal.pone.0015890	4	
Molecular	PLoS_One-5-8-2928262	10.1371/journal.pone.0012372	2	
Molecular	PLoS_One_2011_Feb_9_6(2)_e16791	10.1371/journal.pone.0016791	2	
Molecular	PLoS_One_2010_Aug_25_5(8)_e12399	10.1371/journal.pone.0012399	1	
Molecular	PLoS_One_2011_Mar_28_6(3)_e18091	10.1371/journal.pone.0018091	1	
Molecular	PLoS_One_2010_Aug_10_5(8)_e11965	10.1371/journal.pone.0011965	3	
Molecular	PLoS_ONE-2-9-1964878	10.1371/journal.pone.0000885	16	
Molecular	PLoS_One-5-11-2972213	10.1371/journal.pone.0013814	2	
Molecular	PLoS_ONE_2009_Mar_17_4(3)_e4868	10.1371/journal.pone.0004868	2	
Molecular	PLoS_One_2010_Jan_13_5(1)_e8671	10.1371/journal.pone.0008671	2	
Molecular	PLoS_One_2010_May_14_5(5)_e10651	10.1371/journal.pone.0010651	3	
Molecular	PLoS_One_2011_Jun_28_6(6)_e20998	10.1371/journal.pone.0020998	2	
Molecular	PLoS_ONE_2008_Aug_13_3(8)_e2924	10.1371/journal.pone.0002924	7	
Molecular	PLoS_ONE-3-6-2424173	10.1371/journal.pone.0002526	1	
Molecular	PLoS_One_2011_Apr_27_6(4)_e19406	10.1371/journal.pone.0019406	4	
Molecular	PLoS_ONE_2007_Feb_21_2(2)_e225	17311088	3	
Molecular	PLoS_One_2011_Jan_31_6(1)_e16446	10.1371/journal.pone.0016446	2	
Molecular	PLoS_One-5-11-2975632	10.1371/journal.pone.0013875	5	
Molecular	PLoS_One_2011_Aug_3_6(8)_e23262	10.1371/journal.pone.0023262	1	
Molecular	PLoS_ONE-4-4-2659801	10.1371/journal.pone.0005060	3	
Molecular	PLoS_One-5-11-2994815	10.1371/journal.pone.0015080	1	
Molecular	PLoS_One_2010_Jun_9_5(6)_e10910	10.1371/journal.pone.0010910	1	
Molecular	PLoS_One_2011_May_17_6(5)_e19756	10.1371/journal.pone.0019756	1	
Molecular	PLoS_ONE-4-1-2622718	10.1371/journal.pone.0004190	2	
Molecular	PLoS_One_2011_Apr_22_6(4)_e19017	10.1371/journal.pone.0019017	1	
Molecular	PLoS_One_2011_Apr_13_6(4)_e18793	10.1371/journal.pone.0018793	2	
Molecular	PLoS_ONE-3-12-2597746	10.1371/journal.pone.0003963	4	
Molecular	PLoS_One-4-11-2775668	10.1371/journal.pone.0007859	6	
Molecular	PLoS_ONE-3-11-2574415	10.1371/journal.pone.0003647	3	
Molecular	PLoS_One_2011_May_5_6(5)_e19727	10.1371/journal.pone.0019727	4	
Molecular	PLoS_ONE_2008_Apr_23_3(4)_e2009	10.1371/journal.pone.0002009	1	
Molecular	PLoS_One_2011_Mar_18_6(3)_e17940	10.1371/journal.pone.0017940	4	
Molecular	PLoS_ONE-3-4-2291578	10.1371/journal.pone.0001965	1	
Molecular	PLoS_One_2010_May_19_5(5)_e10715	10.1371/journal.pone.0010715	1	
Molecular	PLoS_ONE_2008_Jan_30_3(1)_e1503	10.1371/journal.pone.0001503	1	
Molecular	PLoS_One_2010_Oct_6_5(10)_e13234	10.1371/journal.pone.0013234	10	
Molecular	PLoS_One-4-10-2763216	10.1371/journal.pone.0007580	4	
Molecular	PLoS_ONE-2-5-1853234	10.1371/journal.pone.0000414	3	
Molecular	PLoS_One_2010_May_26_5(5)_e10828	10.1371/journal.pone.0010828	2	
Molecular	PLoS_One_2011_Jul_26_6(7)_e22678	10.1371/journal.pone.0022678	0	
Molecular	PLoS_One_2011_May_20_6(5)_e20009	10.1371/journal.pone.0020009	11	
Molecular	PLoS_One-5-6-2879359	10.1371/journal.pone.0010779	1	
Molecular	PLoS_One_2011_Mar_31_6(3)_e18373	10.1371/journal.pone.0018373	3	
Molecular	PLoS_One_2011_Apr_22_6(4)_e18671	10.1371/journal.pone.0018671	2	
Molecular	PLoS_One_2011_Jun_28_6(6)_e21599	10.1371/journal.pone.0021599	2	
Molecular	PLoS_One-5-3-2831071	10.1371/journal.pone.0009511	4	
Molecular	PLoS_One_2011_Aug_10_6(8)_e23354	10.1371/journal.pone.0023354	4	
Molecular	PLoS_One_2011_Apr_8_6(4)_e18231	10.1371/journal.pone.0018231	4	
Molecular	PLoS_ONE_2009_May_14_4(5)_e5554	10.1371/journal.pone.0005554	1	
Molecular	PLoS_One_2011_Mar_31_6(3)_e18319	10.1371/journal.pone.0018319	2	
Molecular	PLoS_One-4-10-2761730	10.1371/journal.pone.0007544	5	
Molecular	PLoS_One_2011_Apr_29_6(4)_e19396	10.1371/journal.pone.0019396	4	
Molecular	PLoS_One_2011_Apr_26_6(4)_e19282	10.1371/journal.pone.0019282	2	
Molecular	PLoS_One-5-6-2894971	10.1371/journal.pone.0011391	2	
Molecular	PLoS_One-5-12-3012725	10.1371/journal.pone.0015852	3	
Molecular	PLoS_ONE-4-5-2680952	10.1371/journal.pone.0005666	3	
Molecular	PLoS_One_2009_Dec_23_4(12)_e8432	10.1371/journal.pone.0008432	3	
Molecular	PLoS_One_2010_Nov_30_5(11)_e15511	10.1371/journal.pone.0015511	4	
Molecular	PLoS_One-4-9-2748714	10.1371/journal.pone.0007257	4	
Molecular	PLoS_One_2011_Feb_10_6(2)_e16966	10.1371/journal.pone.0016966	3	
Molecular	PLoS_ONE_2008_Aug_6_3(8)_e2880	10.1371/journal.pone.0002880	4	
Molecular	PLoS_ONE_2009_Mar_31_4(3)_e4900	10.1371/journal.pone.0004900	8	
Molecular	PLoS_One_2011_Jan_28_6(1)_e16595	10.1371/journal.pone.0016595	2	
Molecular	PLoS_One_2011_Aug_24_6(8)_e24064	10.1371/journal.pone.0024064	2	
Molecular	PLoS_One_2009_Sep_10_4(9)_e6991	10.1371/journal.pone.0006991	3	
Molecular	PLoS_One_2011_Jan_31_6(1)_e16515	10.1371/journal.pone.0016515	4	
Molecular	PLoS_One-5-9-2944884	10.1371/journal.pone.0012976	2	
Molecular	PLoS_One_2011_Jan_20_6(1)_e16397	10.1371/journal.pone.0016397	2	
Molecular	PLoS_One-4-8-2722091	10.1371/journal.pone.0006636	3	
Molecular	PLoS_One_2011_Jun_10_6(6)_e20898	10.1371/journal.pone.0020898	2	
Molecular	PLoS_ONE_2008_Oct_23_3(10)_e3496	10.1371/journal.pone.0003496	7	
Molecular	PLoS_One_2011_May_12_6(5)_e19585	10.1371/journal.pone.0019585	2	
Molecular	PLoS_One-5-11-2994757	10.1371/journal.pone.0014171	2	
Molecular	PLoS_One_2011_Jul_28_6(7)_e22838	10.1371/journal.pone.0022838	1	
Molecular	PLoS_One_2011_Jun_3_6(6)_e20425	10.1371/journal.pone.0020425	7	
Molecular	PLoS_One_2011_Feb_28_6(2)_e17338	10.1371/journal.pone.0017338	2	
